Date,Price 
"Oct 1, 2006",1363.38
"Sep 1, 2006",1317.74
"Aug 1, 2006",1287.15
"Jul 1, 2006",1260.24
"Jun 1, 2006",1253.17
"May 1, 2006",1290.01
"Apr 1, 2006",1302.17
"Mar 1, 2006",1293.74
"Feb 1, 2006",1276.65
"Jan 1, 2006",1278.73
"Dec 1, 2005",1262.07
"Nov 1, 2005",1237.37
"Oct 1, 2005",1191.96
"Sep 1, 2005",1225.92
"Aug 1, 2005",1224.27
"Jul 1, 2005",1222.24
"Jun 1, 2005",1202.25
"May 1, 2005",1178.28
"Apr 1, 2005",1164.43
"Mar 1, 2005",1194.9
"Feb 1, 2005",1199.63
"Jan 1, 2005",1181.41
"Dec 1, 2004",1199.21
"Nov 1, 2004",1168.94
"Oct 1, 2004",1117.21
"Sep 1, 2004",1117.66
"Aug 1, 2004",1088.94
"Jul 1, 2004",1105.85
"Jun 1, 2004",1132.76
"May 1, 2004",1102.78
"Apr 1, 2004",1133.36
"Mar 1, 2004",1123.98
"Feb 1, 2004",1143.36
"Jan 1, 2004",1132.52
"Dec 1, 2003",1080.64
"Nov 1, 2003",1049.9
"Oct 1, 2003",1038.73
"Sep 1, 2003",1019.44
"Aug 1, 2003",989.53
"Jul 1, 2003",992.54
"Jun 1, 2003",988
"May 1, 2003",935.96
"Apr 1, 2003",890.03
"Mar 1, 2003",846.63
"Feb 1, 2003",837.03
"Jan 1, 2003",895.84
"Dec 1, 2002",899.18
"Nov 1, 2002",909.93
"Oct 1, 2002",854.63
"Sep 1, 2002",867.81
"Aug 1, 2002",912.55
"Jul 1, 2002",903.59
"Jun 1, 2002",1014.02
"May 1, 2002",1079.25
"Apr 1, 2002",1111.93
"Mar 1, 2002",1153.79
"Feb 1, 2002",1100.67
"Jan 1, 2002",1140.21
"Dec 1, 2001",1144.93
"Nov 1, 2001",1129.68
"Oct 1, 2001",1076.59
"Sep 1, 2001",1044.64
"Aug 1, 2001",1178.5
"Jul 1, 2001",1204.45
"Jun 1, 2001",1238.71
"May 1, 2001",1270.37
"Apr 1, 2001",1189.84
"Mar 1, 2001",1185.85
"Feb 1, 2001",1305.75
"Jan 1, 2001",1335.63
"Dec 1, 2000",1330.93
"Nov 1, 2000",1378.04
"Oct 1, 2000",1390.14
"Sep 1, 2000",1468.05
"Aug 1, 2000",1485.46
"Jul 1, 2000",1473
"Jun 1, 2000",1461.96
"May 1, 2000",1418.48
"Apr 1, 2000",1461.36
"Mar 1, 2000",1442.21
"Feb 1, 2000",1388.87
"Jan 1, 2000",1425.59
"Dec 1, 1999",1428.68
"Nov 1, 1999",1391
"Oct 1, 1999",1300.01
"Sep 1, 1999",1318.17
"Aug 1, 1999",1327.49
"Jul 1, 1999",1380.99
"Jun 1, 1999",1322.55
"May 1, 1999",1332.07
"Apr 1, 1999",1334.76
"Mar 1, 1999",1281.66
"Feb 1, 1999",1246.58
"Jan 1, 1999",1248.77
"Dec 1, 1998",1190.05
"Nov 1, 1998",1144.43
"Oct 1, 1998",1032.47
"Sep 1, 1998",1020.64
"Aug 1, 1998",1074.62
"Jul 1, 1998",1156.58
"Jun 1, 1998",1108.39
"May 1, 1998",1108.42
"Apr 1, 1998",1112.2
"Mar 1, 1998",1076.83
"Feb 1, 1998",1023.74
"Jan 1, 1998",963.36
"Dec 1, 1997",962.37
"Nov 1, 1997",938.92
"Oct 1, 1997",951.16
"Sep 1, 1997",937.02
"Aug 1, 1997",927.24
"Jul 1, 1997",925.29
"Jun 1, 1997",876.29
"May 1, 1997",833.09
"Apr 1, 1997",763.93
"Mar 1, 1997",792.16
"Feb 1, 1997",798.39
"Jan 1, 1997",766.22
"Dec 1, 1996",743.25
"Nov 1, 1996",735.67
"Oct 1, 1996",701.46
"Sep 1, 1996",674.88
"Aug 1, 1996",662.68
"Jul 1, 1996",644.07
"Jun 1, 1996",668.5
"May 1, 1996",661.23
"Apr 1, 1996",647.17
"Mar 1, 1996",647.07
"Feb 1, 1996",649.54
"Jan 1, 1996",614.42
"Dec 1, 1995",614.57
"Nov 1, 1995",595.53
"Oct 1, 1995",582.92
"Sep 1, 1995",578.77
"Aug 1, 1995",559.11
"Jul 1, 1995",557.37
"Jun 1, 1995",539.35
"May 1, 1995",523.81
"Apr 1, 1995",507.91
"Mar 1, 1995",493.15
"Feb 1, 1995",481.92
"Jan 1, 1995",465.25
"Dec 1, 1994",455.19
"Nov 1, 1994",461.01
"Oct 1, 1994",463.81
"Sep 1, 1994",466.96
"Aug 1, 1994",464.24
"Jul 1, 1994",451.4
"Jun 1, 1994",454.83
"May 1, 1994",450.9
"Apr 1, 1994",447.23
"Mar 1, 1994",463.81
"Feb 1, 1994",471.58
"Jan 1, 1994",472.99
"Dec 1, 1993",465.95
"Nov 1, 1993",462.89
"Oct 1, 1993",463.9
"Sep 1, 1993",459.24
"Aug 1, 1993",454.13
"Jul 1, 1993",447.29
"Jun 1, 1993",448.06
"May 1, 1993",445.25
"Apr 1, 1993",443.08
"Mar 1, 1993",450.16
"Feb 1, 1993",441.7
"Jan 1, 1993",435.23
"Dec 1, 1992",435.64
"Nov 1, 1992",422.84
"Oct 1, 1992",412.5
"Sep 1, 1992",418.48
"Aug 1, 1992",417.93
"Jul 1, 1992",415.05
"Jun 1, 1992",408.27
"May 1, 1992",414.81
"Apr 1, 1992",407.41
"Mar 1, 1992",407.36
"Feb 1, 1992",412.56
"Jan 1, 1992",416.08
"Dec 1, 1991",388.51
"Nov 1, 1991",385.92
"Oct 1, 1991",386.88
"Sep 1, 1991",387.2
"Aug 1, 1991",389.4
"Jul 1, 1991",380.23
"Jun 1, 1991",378.29
"May 1, 1991",377.99
"Apr 1, 1991",379.68
"Mar 1, 1991",372.28
"Feb 1, 1991",362.26
"Jan 1, 1991",325.49
"Dec 1, 1990",328.75
"Nov 1, 1990",315.29
"Oct 1, 1990",307.12
"Sep 1, 1990",315.41
"Aug 1, 1990",330.75
"Jul 1, 1990",360.03
"Jun 1, 1990",360.39
"May 1, 1990",350.25
"Apr 1, 1990",338.18
"Mar 1, 1990",338.46
"Feb 1, 1990",330.45
"Jan 1, 1990",339.97
"Dec 1, 1989",348.6
"Nov 1, 1989",340.2
"Oct 1, 1989",347.4
"Sep 1, 1989",347.3
"Aug 1, 1989",346.6
"Jul 1, 1989",331.9
"Jun 1, 1989",323.7
"May 1, 1989",313.9
"Apr 1, 1989",302.3
"Mar 1, 1989",292.7
"Feb 1, 1989",294
"Jan 1, 1989",285.4
"Dec 1, 1988",276.5
"Nov 1, 1988",271
"Oct 1, 1988",277.4
"Sep 1, 1988",268
"Aug 1, 1988",263.7
"Jul 1, 1988",269.1
"Jun 1, 1988",270.7
"May 1, 1988",256.1
"Apr 1, 1988",262.6
"Mar 1, 1988",265.7
"Feb 1, 1988",258.1
"Jan 1, 1988",250.5
"Dec 1, 1987",241
"Nov 1, 1987",245
"Oct 1, 1987",280.2
"Sep 1, 1987",318.7
"Aug 1, 1987",329.4
"Jul 1, 1987",310.1
"Jun 1, 1987",301.4
"May 1, 1987",289.1
"Apr 1, 1987",289.3
"Mar 1, 1987",292.5
"Feb 1, 1987",280.9
"Jan 1, 1987",264.5
"Dec 1, 1986",248.6
"Nov 1, 1986",245.1
"Oct 1, 1986",237.4
"Sep 1, 1986",238.3
"Aug 1, 1986",245
"Jul 1, 1986",240.2
"Jun 1, 1986",245.3
"May 1, 1986",238.5
"Apr 1, 1986",238
"Mar 1, 1986",232.3
"Feb 1, 1986",219.4
"Jan 1, 1986",208.2
"Dec 1, 1985",207.3
"Nov 1, 1985",197.5
"Oct 1, 1985",186.2
"Sep 1, 1985",184.1
"Aug 1, 1985",188.3
"Jul 1, 1985",192.5
"Jun 1, 1985",188.9
"May 1, 1985",184.9
"Apr 1, 1985",180.6
"Mar 1, 1985",179.4
"Feb 1, 1985",180.9
"Jan 1, 1985",171.6
"Dec 1, 1984",164.5
"Nov 1, 1984",166.3
"Oct 1, 1984",164.8
"Sep 1, 1984",166.1
"Aug 1, 1984",164.4
"Jul 1, 1984",151.1
"Jun 1, 1984",153.1
"May 1, 1984",156.6
"Apr 1, 1984",157.6
"Mar 1, 1984",157.4
"Feb 1, 1984",157.3
"Jan 1, 1984",166.4
"Dec 1, 1983",164.4
"Nov 1, 1983",165.2
"Oct 1, 1983",167.7
"Sep 1, 1983",167.2
"Aug 1, 1983",162.4
"Jul 1, 1983",167
"Jun 1, 1983",166.4
"May 1, 1983",164.1
"Apr 1, 1983",157.7
"Mar 1, 1983",151.9
"Feb 1, 1983",146.8
"Jan 1, 1983",144.3
"Dec 1, 1982",139.4
"Nov 1, 1982",138.1
"Oct 1, 1982",132.7
"Sep 1, 1982",122.4
"Aug 1, 1982",109.7
"Jul 1, 1982",109.4
"Jun 1, 1982",109.7
"May 1, 1982",116.4
"Apr 1, 1982",116.3
"Mar 1, 1982",110.8
"Feb 1, 1982",114.5
"Jan 1, 1982",117.3
"Dec 1, 1981",123.8
"Nov 1, 1981",122.9
"Oct 1, 1981",119.8
"Sep 1, 1981",118.3
"Aug 1, 1981",129.6
"Jul 1, 1981",129.1
"Jun 1, 1981",132.3
"May 1, 1981",131.7
"Apr 1, 1981",134.4
"Mar 1, 1981",133.2
"Feb 1, 1981",128.4
"Jan 1, 1981",133
"Dec 1, 1980",133.5
"Nov 1, 1980",135.7
"Oct 1, 1980",130.2
"Sep 1, 1980",126.5
"Aug 1, 1980",123.5
"Jul 1, 1980",119.8
"Jun 1, 1980",114.6
"May 1, 1980",107.7
"Apr 1, 1980",103
"Mar 1, 1980",104.7
"Feb 1, 1980",115.3
"Jan 1, 1980",110.9
"Dec 1, 1979",107.8
"Nov 1, 1979",103.7
"Oct 1, 1979",104.5
"Sep 1, 1979",108.6
"Aug 1, 1979",107.4
"Jul 1, 1979",102.7
"Jun 1, 1979",101.7
"May 1, 1979",99.73
"Apr 1, 1979",102.1
"Mar 1, 1979",100.1
"Feb 1, 1979",98.23
"Jan 1, 1979",99.71
"Dec 1, 1978",96.11
"Nov 1, 1978",94.71
"Oct 1, 1978",100.6
"Sep 1, 1978",103.9
"Aug 1, 1978",103.9
"Jul 1, 1978",97.19
"Jun 1, 1978",97.66
"May 1, 1978",97.41
"Apr 1, 1978",92.71
"Mar 1, 1978",88.82
"Feb 1, 1978",88.98
"Jan 1, 1978",90.25
"Dec 1, 1977",93.82
"Nov 1, 1977",94.28
"Oct 1, 1977",93.74
"Sep 1, 1977",96.23
"Aug 1, 1977",97.75
"Jul 1, 1977",100.2
"Jun 1, 1977",99.29
"May 1, 1977",98.76
"Apr 1, 1977",99.05
"Mar 1, 1977",100.6
"Feb 1, 1977",101
"Jan 1, 1977",103.8
"Dec 1, 1976",104.7
"Nov 1, 1976",101.2
"Oct 1, 1976",101.9
"Sep 1, 1976",105.5
"Aug 1, 1976",103.3
"Jul 1, 1976",104.2
"Jun 1, 1976",101.8
"May 1, 1976",101.2
"Apr 1, 1976",101.9
"Mar 1, 1976",101.1
"Feb 1, 1976",100.6
"Jan 1, 1976",96.86
"Dec 1, 1975",88.7
"Nov 1, 1975",90.07
"Oct 1, 1975",88.57
"Sep 1, 1975",84.67
"Aug 1, 1975",85.71
"Jul 1, 1975",92.49
"Jun 1, 1975",92.4
"May 1, 1975",90.1
"Apr 1, 1975",84.72
"Mar 1, 1975",83.78
"Feb 1, 1975",80.1
"Jan 1, 1975",72.56
"Dec 1, 1974",67.07
"Nov 1, 1974",71.74
"Oct 1, 1974",69.44
"Sep 1, 1974",68.12
"Aug 1, 1974",76.03
"Jul 1, 1974",79.31
"Jun 1, 1974",89.79
"May 1, 1974",89.67
"Apr 1, 1974",92.46
"Mar 1, 1974",97.44
"Feb 1, 1974",93.45
"Jan 1, 1974",96.11
"Dec 1, 1973",94.78
"Nov 1, 1973",102
"Oct 1, 1973",109.8
"Sep 1, 1973",105.6
"Aug 1, 1973",103.8
"Jul 1, 1973",105.8
"Jun 1, 1973",104.8
"May 1, 1973",107.2
"Apr 1, 1973",110.3
"Mar 1, 1973",112.4
"Feb 1, 1973",114.2
"Jan 1, 1973",118.4
"Dec 1, 1972",117.5
"Nov 1, 1972",115.1
"Oct 1, 1972",109.6
"Sep 1, 1972",109.4
"Aug 1, 1972",111
"Jul 1, 1972",107.2
"Jun 1, 1972",108
"May 1, 1972",107.7
"Apr 1, 1972",108.8
"Mar 1, 1972",107.7
"Feb 1, 1972",105.2
"Jan 1, 1972",103.3
"Dec 1, 1971",99.17
"Nov 1, 1971",92.78
"Oct 1, 1971",97.29
"Sep 1, 1971",99.4
"Aug 1, 1971",97.24
"Jul 1, 1971",99
"Jun 1, 1971",99.72
"May 1, 1971",101.6
"Apr 1, 1971",103
"Mar 1, 1971",99.6
"Feb 1, 1971",97.11
"Jan 1, 1971",93.49
"Dec 1, 1970",90.05
"Nov 1, 1970",84.28
"Oct 1, 1970",84.37
"Sep 1, 1970",82.58
"Aug 1, 1970",77.92
"Jul 1, 1970",75.72
"Jun 1, 1970",75.59
"May 1, 1970",76.06
"Apr 1, 1970",85.95
"Mar 1, 1970",88.65
"Feb 1, 1970",87.16
"Jan 1, 1970",90.31
"Dec 1, 1969",91.11
"Nov 1, 1969",96.21
"Oct 1, 1969",95.52
"Sep 1, 1969",94.51
"Aug 1, 1969",94.18
"Jul 1, 1969",94.71
"Jun 1, 1969",99.14
"May 1, 1969",104.6
"Apr 1, 1969",101.3
"Mar 1, 1969",99.3
"Feb 1, 1969",101.5
"Jan 1, 1969",102
"Dec 1, 1968",106.5
"Nov 1, 1968",105.4
"Oct 1, 1968",103.8
"Sep 1, 1968",101.3
"Aug 1, 1968",98.11
"Jul 1, 1968",100.3
"Jun 1, 1968",100.5
"May 1, 1968",97.87
"Apr 1, 1968",95.67
"Mar 1, 1968",89.09
"Feb 1, 1968",90.75
"Jan 1, 1968",95.04
"Dec 1, 1967",95.3
"Nov 1, 1967",92.66
"Oct 1, 1967",95.66
"Sep 1, 1967",95.81
"Aug 1, 1967",94.49
"Jul 1, 1967",93.01
"Jun 1, 1967",91.43
"May 1, 1967",92.59
"Apr 1, 1967",90.96
"Mar 1, 1967",89.42
"Feb 1, 1967",87.36
"Jan 1, 1967",84.45
"Dec 1, 1966",81.33
"Nov 1, 1966",80.99
"Oct 1, 1966",77.13
"Sep 1, 1966",77.81
"Aug 1, 1966",80.65
"Jul 1, 1966",85.84
"Jun 1, 1966",86.06
"May 1, 1966",86.78
"Apr 1, 1966",91.6
"Mar 1, 1966",88.88
"Feb 1, 1966",92.69
"Jan 1, 1966",93.32
"Dec 1, 1965",91.73
"Nov 1, 1965",92.15
"Oct 1, 1965",91.39
"Sep 1, 1965",89.38
"Aug 1, 1965",86.49
"Jul 1, 1965",84.91
"Jun 1, 1965",85.04
"May 1, 1965",89.28
"Apr 1, 1965",87.97
"Mar 1, 1965",86.83
"Feb 1, 1965",86.75
"Jan 1, 1965",86.12
"Dec 1, 1964",83.96
"Nov 1, 1964",85.44
"Oct 1, 1964",84.85
"Sep 1, 1964",83.41
"Aug 1, 1964",82
"Jul 1, 1964",83.22
"Jun 1, 1964",80.24
"May 1, 1964",80.72
"Apr 1, 1964",79.94
"Mar 1, 1964",78.8
"Feb 1, 1964",77.39
"Jan 1, 1964",76.45
"Dec 1, 1963",74.17
"Nov 1, 1963",72.62
"Oct 1, 1963",73.03
"Sep 1, 1963",72.85
"Aug 1, 1963",70.98
"Jul 1, 1963",69.07
"Jun 1, 1963",70.11
"May 1, 1963",70.14
"Apr 1, 1963",68.76
"Mar 1, 1963",65.67
"Feb 1, 1963",65.92
"Jan 1, 1963",65.06
"Dec 1, 1962",62.64
"Nov 1, 1962",60.04
"Oct 1, 1962",56.17
"Sep 1, 1962",58
"Aug 1, 1962",58.52
"Jul 1, 1962",56.97
"Jun 1, 1962",55.63
"May 1, 1962",62.99
"Apr 1, 1962",68.05
"Mar 1, 1962",70.29
"Feb 1, 1962",70.22
"Jan 1, 1962",69.07
"Dec 1, 1961",71.74
"Nov 1, 1961",71.08
"Oct 1, 1961",68
"Sep 1, 1961",67.26
"Aug 1, 1961",67.79
"Jul 1, 1961",65.44
"Jun 1, 1961",65.62
"May 1, 1961",66.5
"Apr 1, 1961",65.83
"Mar 1, 1961",64.12
"Feb 1, 1961",62.17
"Jan 1, 1961",59.72
"Dec 1, 1960",56.8
"Nov 1, 1960",55.47
"Oct 1, 1960",53.73
"Sep 1, 1960",54.81
"Aug 1, 1960",56.51
"Jul 1, 1960",55.84
"Jun 1, 1960",57.26
"May 1, 1960",55.22
"Apr 1, 1960",55.73
"Mar 1, 1960",55.02
"Feb 1, 1960",55.78
"Jan 1, 1960",58.03
"Dec 1, 1959",59.06
"Nov 1, 1959",57.23
"Oct 1, 1959",57
"Sep 1, 1959",57.05
"Aug 1, 1959",59.4
"Jul 1, 1959",59.74
"Jun 1, 1959",57.46
"May 1, 1959",57.96
"Apr 1, 1959",57.1
"Mar 1, 1959",56.16
"Feb 1, 1959",54.77
"Jan 1, 1959",55.62
"Dec 1, 1958",53.49
"Nov 1, 1958",52.5
"Oct 1, 1958",50.95
"Sep 1, 1958",48.96
"Aug 1, 1958",47.7
"Jul 1, 1958",45.98
"Jun 1, 1958",44.75
"May 1, 1958",43.7
"Apr 1, 1958",42.34
"Mar 1, 1958",42.11
"Feb 1, 1958",41.26
"Jan 1, 1958",41.12
"Dec 1, 1957",40.33
"Nov 1, 1957",40.35
"Oct 1, 1957",41.24
"Sep 1, 1957",43.98
"Aug 1, 1957",45.84
"Jul 1, 1957",48.51
"Jun 1, 1957",47.55
"May 1, 1957",46.78
"Apr 1, 1957",45.05
"Mar 1, 1957",44.03
"Feb 1, 1957",43.47
"Jan 1, 1957",45.43
"Dec 1, 1956",46.44
"Nov 1, 1956",45.76
"Oct 1, 1956",46.24
"Sep 1, 1956",46.84
"Aug 1, 1956",48.49
"Jul 1, 1956",48.78
"Jun 1, 1956",46.27
"May 1, 1956",46.54
"Apr 1, 1956",48.05
"Mar 1, 1956",47.49
"Feb 1, 1956",44.43
"Jan 1, 1956",44.15
"Dec 1, 1955",45.37
"Nov 1, 1955",44.95
"Oct 1, 1955",42.11
"Sep 1, 1955",44.34
"Aug 1, 1955",42.43
"Jul 1, 1955",42.69
"Jun 1, 1955",39.78
"May 1, 1955",37.6
"Apr 1, 1955",37.76
"Mar 1, 1955",36.5
"Feb 1, 1955",36.79
"Jan 1, 1955",35.6
"Dec 1, 1954",34.97
"Nov 1, 1954",33.44
"Oct 1, 1954",32.18
"Sep 1, 1954",31.45
"Aug 1, 1954",30.73
"Jul 1, 1954",30.13
"Jun 1, 1954",28.96
"May 1, 1954",28.73
"Apr 1, 1954",27.63
"Mar 1, 1954",26.57
"Feb 1, 1954",26.02
"Jan 1, 1954",25.46
"Dec 1, 1953",24.83
"Nov 1, 1953",24.5
"Oct 1, 1953",23.97
"Sep 1, 1953",23.27
"Aug 1, 1953",24.39
"Jul 1, 1953",24.29
"Jun 1, 1953",23.95
"May 1, 1953",24.84
"Apr 1, 1953",24.71
"Mar 1, 1953",25.99
"Feb 1, 1953",25.86
"Jan 1, 1953",26.18
"Dec 1, 1952",26.04
"Nov 1, 1952",25.03
"Oct 1, 1952",24.26
"Sep 1, 1952",24.78
"Aug 1, 1952",25.18
"Jul 1, 1952",25.08
"Jun 1, 1952",24.38
"May 1, 1952",23.73
"Apr 1, 1952",23.74
"Mar 1, 1952",23.81
"Feb 1, 1952",23.75
"Jan 1, 1952",24.19
"Dec 1, 1951",23.41
"Nov 1, 1951",22.71
"Oct 1, 1951",23.36
"Sep 1, 1951",23.48
"Aug 1, 1951",22.89
"Jul 1, 1951",21.93
"Jun 1, 1951",21.55
"May 1, 1951",21.93
"Apr 1, 1951",21.92
"Mar 1, 1951",21.63
"Feb 1, 1951",22
"Jan 1, 1951",21.21
"Dec 1, 1950",19.75
"Nov 1, 1950",19.83
"Oct 1, 1950",19.87
"Sep 1, 1950",19.08
"Aug 1, 1950",18.43
"Jul 1, 1950",17.38
"Jun 1, 1950",18.74
"May 1, 1950",18.44
"Apr 1, 1950",17.84
"Mar 1, 1950",17.35
"Feb 1, 1950",17.21
"Jan 1, 1950",16.88
"Dec 1, 1949",16.54
"Nov 1, 1949",16.11
"Oct 1, 1949",15.89
"Sep 1, 1949",15.49
"Aug 1, 1949",15.29
"Jul 1, 1949",14.76
"Jun 1, 1949",13.97
"May 1, 1949",14.78
"Apr 1, 1949",14.89
"Mar 1, 1949",14.91
"Feb 1, 1949",14.77
"Jan 1, 1949",15.36
"Dec 1, 1948",15.19
"Nov 1, 1948",15.29
"Oct 1, 1948",16.19
"Sep 1, 1948",15.76
"Aug 1, 1948",15.94
"Jul 1, 1948",16.42
"Jun 1, 1948",16.82
"May 1, 1948",16.15
"Apr 1, 1948",15.4
"Mar 1, 1948",14.3
"Feb 1, 1948",14.1
"Jan 1, 1948",14.83
"Dec 1, 1947",15.03
"Nov 1, 1947",15.27
"Oct 1, 1947",15.45
"Sep 1, 1947",15.06
"Aug 1, 1947",15.46
"Jul 1, 1947",15.77
"Jun 1, 1947",14.84
"May 1, 1947",14.34
"Apr 1, 1947",14.6
"Mar 1, 1947",15.16
"Feb 1, 1947",15.8
"Jan 1, 1947",15.21
"Dec 1, 1946",15.13
"Nov 1, 1946",14.69
"Oct 1, 1946",14.75
